MIA,KC,BUF,TEN,BAL,WAS,LV,PHI,LAC,DET,GB,NO,SF,DEN,JAX,MIN,TB,DAL,CLE,CIN,ARI,NE,NYJ,NYG,ATL,IND,CHI,HOU,PIT,CAR,SEA,LA
0.23912966906866834,0.23407664061731862,0.20100362977048752,0.14564012558254935,0.12386426130087427,0.12212753793114367,0.1137951788099667,0.0717984431073923,0.07072882730487863,0.059407665535947965,0.055428306642174074,0.04401998377483965,0.03966284944022311,0.03624812663051444,0.029002419079150077,0.02859591585227167,0.0023110308139319483,-0.011669005634216467,-0.01258695278787847,-0.04560549574660278,-0.06733202226676976,-0.074837195393718,-0.1022886407037664,-0.10359511559303516,-0.11201543099844781,-0.11458043845970359,-0.12030418416347756,-0.12368841372997051,-0.14404459537772185,-0.15457055601100003,-0.1728281947165758,-0.3845471707212189
