ARI,CAR,CLE,ATL,PIT,PHI,NO,SF,IND,DAL,CHI,LA,DET,NE,HOU,KC,JAX,GB,NYG,CIN,MIA,BAL,LV,SEA,NYJ,DEN,TEN,BUF,TB,WAS,MIN,LAC
0.2748386793069595,0.22580326320097627,0.20862017693873486,0.17428326801638586,0.15449106792589973,0.14901611402456152,0.14414234796558356,0.13576800395262803,0.09164610207091593,0.0880261039386805,0.0745593284850776,0.07279416961483441,0.06952439498079246,0.06902889500508942,0.06551009973846879,0.049951180008291254,0.04976602038545201,0.03405601018440681,0.03223814583913301,0.02625301359021879,0.008446118051691431,-0.009862384277727315,-0.02721793695896134,-0.037408120576861714,-0.08137929930316379,-0.09219637767456007,-0.09244935751772579,-0.09539134934470797,-0.11136605910892453,-0.14689747651597335,-0.15234778914218805,-0.17503233011867833
