TB,SF,LAC,BUF,MIN,BAL,PHI,NYJ,CAR,LA,LV,PIT,JAX,WAS,NE,IND,MIA,CHI,DET,HOU,KC,TEN,NO,NYG,DEN,CIN,DAL,GB,ARI,ATL,CLE,SEA
0.15099927394399046,0.12757756031785378,0.12744066682033145,0.10744255435752506,0.10327964612459903,0.059735853784089674,0.022563522844931624,0.017152504046461084,0.008797452800463108,0.007984769769570653,0.0068644678984730615,0.006494485084631768,0.002581337549495591,0.0011177796239474763,-0.00013853487903750343,-0.006257851323158372,-0.007043771639044016,-0.009222409561204056,-0.024628959565854022,-0.025560596499992393,-0.026436248715997826,-0.028094604197724152,-0.035252019938854004,-0.04199734926642075,-0.07131043612977114,-0.08380182947708062,-0.0949030704896685,-0.10717621889098546,-0.14661519015854765,-0.15018290712886262,-0.15141445502230566,-0.17298089097281003
