BUF,SF,MIA,KC,BAL,PHI,LAC,TB,MIN,LV,DET,JAX,WAS,TEN,NO,NE,CAR,CHI,PIT,DEN,IND,GB,DAL,NYJ,CLE,HOU,NYG,CIN,ARI,ATL,LA,SEA
0.2178419820257942,0.20558269440372748,0.1752706660441282,0.15005788190794106,0.14569944608593216,0.13967366214959195,0.12252202084356972,0.1007873929637529,0.08846788159538119,0.07904642146180058,0.04995211325436329,0.049346614993617685,0.0411915817667618,0.039027073412893076,0.032279587521216055,-0.02987771580996061,-0.037513673732311695,-0.03834771310019666,-0.04820869740068651,-0.05818563431400919,-0.05901629852397186,-0.05918815904146958,-0.07403207235047082,-0.07648485889940035,-0.08083210057532755,-0.08207852414130015,-0.09854835092226716,-0.1100256598855695,-0.11530552488935486,-0.16116365984745565,-0.24834449797599586,-0.2805543131318471
