BAL,DET,WAS,CIN,TB,ARI,BUF,GB,PIT,ATL,KC,MIN,JAX,HOU,LA,LAC,NYJ,SEA,SF,MIA,IND,DEN,PHI,DAL,LV,NO,CHI,TEN,NYG,CAR,NE,CLE
0.1429289110477761,0.12928102178560252,0.08325768061886887,0.07764947851290155,0.07341333696508699,0.06977181621159764,0.06684943906821603,0.048088900671382565,0.030581748004949852,0.02688172201615573,0.017121172969412173,0.014949082659453085,0.0044119921943229605,-0.003499661389348048,-0.012803786464431068,-0.01723896811276948,-0.023107984310948876,-0.0231615048417428,-0.029296830182106125,-0.04114885628693009,-0.0537776536620387,-0.05419736392061493,-0.06732301993984677,-0.08561207300192385,-0.09067355156299392,-0.10587813476743102,-0.1288188965956476,-0.13015570788168307,-0.14830834834202805,-0.16331105439482296,-0.17459852449243024,-0.1944988628261915
