LAC,DET,DEN,PIT,CLE,SEA,MIN,GB,NO,CHI,DAL,PHI,NYG,BUF,HOU,IND,SF,TEN,NYJ,KC,TB,MIA,LA,ARI,NE,BAL,LV,ATL,CIN,WAS,CAR,JAX
0.145059353207204,0.1449579974513114,0.12218022835273674,0.0991026830485357,0.0859224561284587,0.0853173590385096,0.0843902763093467,0.07994998927451173,0.0797233418474429,0.07585028925940819,0.07438467201594881,0.07048108905952846,0.053223816347193434,0.05148939977233744,0.04960932367980639,0.041499781776171515,0.039181619435366764,0.02108682545616411,0.01254806939564354,0.010832734963202403,0.0057288829123612744,0.004707634499604367,-0.005580973240495793,-0.019633855022770735,-0.03301017758736697,-0.0365503486267197,-0.05359055545549229,-0.0583058950280969,-0.060024505426035504,-0.06814122369226436,-0.09546721267923496,-0.13227932757123362
