MIN,BAL,PHI,PIT,KC,IND,LAC,TEN,CLE,DEN,DET,GB,LV,HOU,CHI,MIA,WAS,TB,SF,BUF,JAX,ATL,CIN,SEA,NE,ARI,NYJ,LA,CAR,NO,NYG,DAL
0.1599203643099702,0.0662979630330767,0.05935389746666786,0.02548550200293044,0.013575921573595495,0.012560408624510855,0.0037196064110188234,0.002590196563493949,0.0008674319251646273,-0.004162961244400382,-0.008126031634008005,-0.014645191408030916,-0.015290606046103952,-0.021000755987613695,-0.025081994292517697,-0.031092326853924324,-0.032960073871725254,-0.035616244135016975,-0.04123187940965466,-0.04302527497831741,-0.050520446303559625,-0.06816316842245955,-0.07810111926360633,-0.0822563374838213,-0.09335948788583752,-0.09659119450111125,-0.09903029932539352,-0.09939895406883249,-0.1198195776030053,-0.12122740410748067,-0.1309799727073419,-0.1493428071692929
