BAL,DET,BUF,WAS,TB,CIN,ARI,GB,KC,JAX,PHI,ATL,SF,MIN,PIT,LAC,NYJ,HOU,LA,IND,SEA,DEN,NO,CHI,MIA,DAL,TEN,CAR,LV,NYG,NE,CLE
0.14122553034812535,0.11261852662658478,0.10679128384321264,0.10291605279754586,0.07320762322306311,0.07251361736794698,0.07069285606853992,0.059494483891289626,0.05471027584992904,0.03976777237353985,0.01961029655642014,0.005960995845075846,0.003013164011629689,0.001508387460539837,-0.005411028148991422,-0.00727641791369216,-0.007747064976309913,-0.010088035147250545,-0.013814353938502735,-0.029153702370959253,-0.03352763440589374,-0.03566347837517872,-0.040441630620092386,-0.059436294270332896,-0.07002839979261696,-0.07183858655689061,-0.07673413396442966,-0.10108953074668693,-0.10327489209029671,-0.10534179845626608,-0.1062840896136614,-0.12781858612077712
