QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,224.3926384605857,0.2972087926630274,0.1513099382741643
D.Brees,162.61564713064425,0.2589421132653571,0.11724271602786175
B.Roethlisberger,142.409957199756,0.19244588810777838,0.10533280857970119
M.Ryan,117.28376722900398,0.16875362191223595,0.08994153928604601
P.Rivers,122.7997260637412,0.18410753532794782,0.08746419235309202
R.Fitzpatrick,59.58040709531834,0.19993425199771256,0.0871058583264888
M.Trubisky,78.34834084320242,0.13415811788219592,0.06411484520720329
A.Luck,87.16188765395071,0.11033150335943129,0.056820004989537626
R.Wilson,78.63219797804275,0.1360418650139148,0.05584673151849628
J.Goff,90.05268143267025,0.11802448418436469,0.055622409779289846
T.Brady,90.90935165334064,0.12169926593486029,0.05469876754111952
J.Winston,50.77203194533623,0.11037398248986137,0.0532760041399121
N.Foles,24.010681103773152,0.08279545208197639,0.04104389932268915
N.Mullens,24.632769071973797,0.07869894272196101,0.03801353251847808
A.Rodgers,49.862515092377876,0.07153875909953784,0.03729432692025271
D.Prescott,51.05095928231976,0.06917474157495902,0.03472854372946922
C.Wentz,30.805295203079005,0.06582328034845941,0.034612691239414614
C.Newton,37.580414409801406,0.06170839804565091,0.033947980496658904
D.Watson,39.59298424532053,0.05438596736994578,0.02755252905032744
E.Manning,28.11093720380496,0.043381075931797776,0.021808329871066685
A.Dalton,8.394720370902753,0.02077901081906622,0.009572087081987176
B.Mayfield,10.485551528006644,0.018591403418451495,0.009094147032095962
A.Smith,5.973436733624925,0.015199584563931107,0.007153816447455
J.Flacco,2.28780610001823,0.005473220334971842,0.0028209692971864733
M.Mariota,2.2925818618998477,0.0052222821455577394,0.0021149279168817784
L.Jackson,-18.97719752002188,-0.050204226243444124,-0.01336422360564921
J.Allen,-19.02296236936384,-0.03963117160284133,-0.014122466495444573
M.Stafford,-25.278541933120167,-0.04038105740115042,-0.019326102395351808
B.Bortles,-20.619379548919692,-0.041571329735725186,-0.019379116117405726
D.Carr,-26.073443482934465,-0.041386418226880106,-0.019949076880592553
J.Driskel,-14.259693730087125,-0.06394481493312612,-0.0228155099681394
C.Keenum,-31.965119777852507,-0.04902625732799464,-0.024161088267462213
K.Cousins,-45.41098723667216,-0.06487283890953166,-0.034958419735698354
S.Darnold,-36.37816959053798,-0.07424116242966934,-0.03497900922167113
B.Osweiler,-19.321772861208288,-0.09425255054247945,-0.03584744501151816
C.Kessler,-31.149914572863985,-0.18110415449339526,-0.08218974821336143
C.Beathard,-37.62595926958989,-0.17917123461709472,-0.08958561730854736
R.Tannehill,-78.91412567316868,-0.23141972338172634,-0.10143203814031965
J.McCown,-37.06787857237265,-0.30383507026534956,-0.11957380184636339
J.Rosen,-144.0675264414928,-0.3111609642364855,-0.134266101063833
