BAL,DAL,CLE,KC,SF,PHI,JAX,BUF,SEA,MIA,DET,HOU,MIN,LAC,IND,NO,TB,TEN,NYJ,PIT,LA,CIN,GB,ATL,ARI,CHI,NYG,NE,CAR,LV,DEN,WAS
0.1455453402523011,0.13629401444531863,0.12210981960701474,0.1138890885690011,0.10115460931961186,0.09805085080036238,0.09232332060064045,0.09012640800696826,0.07355092122956211,0.0599488979347792,0.057400113170523695,0.05081988610358594,0.036811491855730356,0.030586982688014422,0.010768796434630468,0.0030981893547629147,0.002119792885381118,-0.0013346904860920827,-0.013245489490768814,-0.016412355575429305,-0.033484845114950465,-0.04854746727600853,-0.050663774035166795,-0.05095360485699825,-0.07380360967502897,-0.11137110227258429,-0.11194723855602329,-0.11856333588389308,-0.11963321320559198,-0.12437801372920451,-0.1260121125674638,-0.15611077676191532
