BUF,MIA,SF,BAL,SEA,LAC,HOU,PHI,TEN,KC,DET,JAX,DEN,IND,LA,DAL,MIN,ARI,TB,GB,LV,CHI,NO,CAR,ATL,CLE,WAS,PIT,CIN,NYJ,NE,NYG
0.1526919422756447,0.14701925707010016,0.12353771045670867,0.11196489448698266,0.11082503006860456,0.10955520894994604,0.10390045067986158,0.10370624357959295,0.09651547806771468,0.08567836885054586,0.07916659192043939,0.07842220696278251,0.0532515708149824,0.04907567064275557,0.04831741362532978,0.041888772264159574,0.026701189532438274,0.02380357171558741,0.022109900566872828,-0.004445671020479814,-0.0077961040893695654,-0.02810420281912728,-0.03007584421165517,-0.030862514103504185,-0.03170469059667562,-0.0329039624947524,-0.03699768115394707,-0.037723218672671185,-0.044778934578509746,-0.04632005735115961,-0.09806151689072601,-0.1091894923105073
