BAL,IND,DAL,PIT,DET,WAS,SEA,BUF,ARI,KC,JAX,GB,DEN,PHI,NE,LA,MIA,LAC,ATL,TB,CAR,SF,NYG,HOU,CHI,NYJ,LV,CIN,NO,TEN,MIN,CLE
0.1447504459997153,0.13135597720259062,0.10223689597830454,0.08950242294145486,0.08361121666037648,0.0769689604722961,0.07264348953050764,0.05465734453738036,0.049554810592153414,0.04596072052308359,0.04510815944499176,0.03028805433384381,0.01743204838319544,0.01411385086307126,0.0047360593143880095,-0.006640475021250407,-0.013287049894993817,-0.018088484371229882,-0.019929796482287414,-0.03220811006063601,-0.049062612242432,-0.049081494776534805,-0.05435456107371382,-0.07329411713456332,-0.0743127901186837,-0.07779351511263811,-0.08251649893070803,-0.08639855954694198,-0.09959477204998761,-0.10064807433805419,-0.10530782739943316,-0.2165795422682806
