IND,SEA,BAL,PIT,DAL,DET,NE,KC,JAX,ARI,WAS,DEN,LA,BUF,GB,LAC,NYG,PHI,ATL,LV,SF,MIA,TB,NYJ,CIN,CAR,CHI,TEN,HOU,MIN,NO,CLE
0.1647096384562573,0.14730901741616748,0.12468851106268257,0.12024503115016652,0.11677465558251586,0.11667507938554288,0.06667323615205116,0.05846771362434988,0.04005574404255977,0.02811213314844803,0.019631532509905424,0.018158220020235663,-0.0003467028033327657,-0.005136213208645296,-0.009119615408725412,-0.017422131712151828,-0.035380092763225464,-0.03994559992660415,-0.042342533489332014,-0.05094263644379861,-0.05457039652359472,-0.06589885295991053,-0.07135301556150893,-0.08424587857832841,-0.09289779482534805,-0.10133951533635394,-0.1025414371175504,-0.12136847810642144,-0.13622536022974227,-0.1661087479510233,-0.18407017637629408,-0.3454350940515937
