MIN,LA,LAC,HOU,CLE,CAR,KC,PHI,NYG,SEA,JAX,SF,CHI,ARI,ATL,DEN,TB,GB,IND,NO,PIT,BAL,DET,NE,BUF,LV,TEN,MIA,CIN,WAS,NYJ,DAL
0.230088801126215,0.16329363473907038,0.14612633632347813,0.14349662444156241,0.1300939917065066,0.11875137976332475,0.10708085900084163,0.1054459971615671,0.0872508467968362,0.08608525284216088,0.06583824910559392,0.05720477590688623,0.04824066342854633,0.04200906768398252,0.03728035209637336,0.02348942103287382,0.005888836181406896,0.0037730896423301893,0.0011640042447147616,0.0007365912238553318,-0.017442955340016567,-0.018599658599157173,-0.028061169921765397,-0.030094341586650385,-0.03918036738662137,-0.048759172833337805,-0.05197886366821235,-0.07095721266265367,-0.07247280007590175,-0.08568782070469932,-0.1348659214061054,-0.1957537720235529
