SEA,DET,IND,BAL,KC,PHI,LA,JAX,ARI,PIT,GB,LAC,DEN,WAS,NE,TB,ATL,HOU,BUF,MIN,CAR,SF,LV,NYG,DAL,CHI,CLE,NO,MIA,NYJ,CIN,TEN
0.17993109790593587,0.12190131077985072,0.11353538586590109,0.0901144284389491,0.08520880503292348,0.0850616947985581,0.08224546292331704,0.07158713241051942,0.061002318683553144,0.057985916287304824,0.049636070302439696,0.04620401354465917,0.034238878434947065,0.031099229628213328,0.004836880770660176,-0.003603491838719386,-0.006842097724429249,-0.007401690410325817,-0.011302179395861645,-0.018477364704107033,-0.019243725572970615,-0.01987670291615238,-0.047366649056783776,-0.05058742667793409,-0.06939679685358896,-0.071459352094681,-0.08456080453928722,-0.08826033580985491,-0.10678013860452304,-0.1407463951549664,-0.15632220153038012,-0.16704486527872242
