BUF,BAL,SF,PHI,JAX,KC,TB,CIN,LV,MIA,GB,DAL,MIN,NYG,LAC,ATL,DEN,NE,HOU,CHI,CLE,PIT,NYJ,IND,NO,ARI,TEN,CAR,WAS,DET,LA,SEA
0.22823422477386465,0.16171824922894723,0.12427252208304963,0.11935717718897895,0.11054220397145448,0.09860778766549075,0.07826819671974339,0.07421780048822897,0.06882111655093519,0.04113385298731728,0.005113184865646887,-0.003426359030765422,-0.006959489356944591,-0.010588317506520326,-0.011783283666624811,-0.011950002346198751,-0.0181853614042985,-0.020562010328589266,-0.025864173602997653,-0.03350545049006344,-0.04265670665918976,-0.0449881435009874,-0.055768023770629054,-0.05902651518400054,-0.06925756092493499,-0.07086455197473202,-0.07717296203609686,-0.09307807777901347,-0.09648301250705266,-0.10443843712567315,-0.11391683878385474,-0.13577976286278642
