SF,BUF,TB,CIN,JAX,PHI,LA,DEN,DAL,NE,PIT,IND,NO,BAL,HOU,CAR,LAC,NYJ,MIN,GB,CHI,ATL,LV,WAS,MIA,TEN,NYG,KC,ARI,DET,CLE,SEA
0.13866715863297926,0.12908554637403183,0.12449914980553958,0.09808493042532783,0.0665169505553648,0.056966929315222556,0.05007685023807863,0.04999322598624633,0.04180440912381009,0.037234056289990373,0.029816052621763497,0.01640460931593965,0.009252239161166896,-0.0019951565337669227,-0.007125879852740272,-0.009606356135029998,-0.013577830860844457,-0.018553624626414668,-0.02348416796874875,-0.0269970848286104,-0.030322609886410494,-0.04841274074951356,-0.05378086202818606,-0.06023141621577648,-0.07752542551602562,-0.07800698906356804,-0.08009463108195942,-0.08614643392648749,-0.09321028998186688,-0.10044005927780446,-0.11938284248444286,-0.23545934501457166
