SEA,CLE,PHI,BAL,NYG,LV,ARI,KC,CAR,DET,CHI,MIA,TEN,ATL,HOU,NYJ,BUF,DAL,SF,NO,MIN,PIT,GB,NE,JAX,LA,WAS,LAC,CIN,DEN,IND,TB
0.16950447996150603,0.16899614467323792,0.1683352284187103,0.16298383646722525,0.13527786415414697,0.12339521393376279,0.11642509232320992,0.11081085083473492,0.07310572103391505,0.06650669874081289,0.038864497647115095,0.027766023599212573,0.027381432576326067,0.02587806370647134,0.02060060229159897,0.019493960794572378,0.013223539180651521,0.00984322012672656,-0.001453085738884398,-0.003034795025968002,-0.005863710336522568,-0.007980064546498595,-0.012588193288846389,-0.019282780157836778,-0.026852224284796763,-0.06001953571602861,-0.0611329188197896,-0.0681468345700614,-0.09915753904601712,-0.1063737832330682,-0.14062341911477347,-0.311922832529775
