IND,LAC,NE,CIN,DAL,LA,NYJ,NO,PIT,PHI,KC,BAL,BUF,WAS,CHI,SEA,GB,DET,ARI,CAR,TEN,NYG,JAX,HOU,DEN,MIA,SF,CLE,ATL,MIN,TB,LV
0.19116209332525608,0.15228256988952496,0.1407511169522284,0.1383531601621348,0.09667699819643163,0.09150858728948663,0.08708081407483868,0.08248600590851562,0.05880291316580607,0.05484345168939311,0.05136619009808109,0.046860971367496305,0.03406833305639778,0.02157762067224265,0.0006853049009658517,-0.009207290747607766,-0.01671245186966684,-0.01675361564373648,-0.01738997684485525,-0.02022143135112493,-0.022587122288777427,-0.04475579584976022,-0.0467063247619564,-0.04727529761994102,-0.05037264682965718,-0.05867542667654839,-0.06483367057698351,-0.07637531485742474,-0.14372948128417048,-0.14631754979531697,-0.15692712881298287,-0.16298663083877601
