CHI,BAL,JAX,BUF,DEN,NO,LV,MIN,PHI,NE,IND,MIA,SEA,LAC,GB,NYJ,TEN,NYG,KC,PIT,CAR,ATL,TB,LA,CLE,CIN,DAL,DET,HOU,ARI,SF,WAS
0.14213689506037255,0.12227806560340908,0.11025450998453054,0.07406122907631654,0.06153139139934123,0.04522644168742618,0.03936965296662373,0.03168842414736982,0.026385628780374773,0.021877186558979016,0.01898039392089027,0.009320642168648322,0.00920795316621903,0.0036810801649674076,0.0013879214934448929,-0.003909216697161742,-0.005153571580087925,-0.00612251612222863,-0.01241206865871219,-0.019768995789159898,-0.02273468371229685,-0.0229051711933601,-0.025236854572001123,-0.03917108461975305,-0.040167419304655345,-0.048768455448242265,-0.05993696394598047,-0.06429874168104399,-0.06654553123525742,-0.0859906223905794,-0.12278107813580928,-0.1417584722448709
