KC,BUF,NYG,PHI,CIN,JAX,SF,MIA,DAL,CLE,DET,SEA,GB,BAL,PIT,ATL,LV,LAC,TB,MIN,TEN,CHI,WAS,CAR,DEN,NO,ARI,NYJ,LA,NE,HOU,IND
0.276642598875345,0.22086526020748237,0.21711809771906185,0.21320580763616281,0.20530270294081193,0.19503677132194358,0.19373821765014093,0.17387434804852805,0.17325713556103295,0.1707613994284567,0.16962769128526345,0.16293107100277784,0.16182198393494507,0.160152835448341,0.15861389532755452,0.1469127087842821,0.14638124402272318,0.1459746033200159,0.1431462310389543,0.13539096827740765,0.12897476172573083,0.1259584810335061,0.12587955036537468,0.12116925756387437,0.11222336727823443,0.10215952330981146,0.10097228187265031,0.10036358933939321,0.08624210455798079,0.080806204029711,0.04543133211546452,0.03567174545505558
