NE,SF,DAL,PHI,NYJ,WAS,CIN,NO,IND,BUF,LA,BAL,HOU,LAC,MIN,DEN,ARI,GB,LV,DET,JAX,TEN,MIA,TB,CAR,PIT,CLE,SEA,KC,ATL,CHI,NYG
-0.07638674039534629,-0.09595903620792745,-0.10024933865372077,-0.10097908400570246,-0.10218512499875801,-0.10941669471341989,-0.11005080888423938,-0.12181901307415285,-0.12348221452943028,-0.12680603852002223,-0.1347492796790817,-0.13498095304854435,-0.1360943079617279,-0.13781753590935922,-0.1491490076847121,-0.15028630079038668,-0.15326067405876484,-0.15452262733865935,-0.15555136718347892,-0.16196156480233706,-0.16295490688884973,-0.16384340284580523,-0.16408720259184925,-0.16650608804822675,-0.1668130890626563,-0.17689988062432577,-0.17772340129910302,-0.17991337936158502,-0.18534970112196425,-0.1855199475983767,-0.20482461888188863,-0.2066841508576968
