LAC,NYJ,PHI,NE,HOU,GB,DAL,SF,NO,LA,CIN,IND,CLE,DET,WAS,ARI,BUF,MIN,LV,DEN,SEA,BAL,NYG,CAR,JAX,CHI,MIA,ATL,KC,TB,TEN,PIT
-0.13252845459949786,-0.13368176679849708,-0.1358698920896973,-0.14146079947586088,-0.1630591859557931,-0.16515582089761327,-0.16863176543554353,-0.16987790211108852,-0.18245873536272933,-0.18511285330444416,-0.18816151452426305,-0.18864243677646864,-0.19460102407684277,-0.19548674750690653,-0.21049460938397957,-0.2135930349683469,-0.21837141083655623,-0.22339606171626927,-0.22347192859398832,-0.23369095251973265,-0.2345541051883548,-0.23624989587971074,-0.2430367350296233,-0.24378290174537073,-0.24626461009491982,-0.24893627027884704,-0.25246340071339235,-0.25676175962904324,-0.2577479236404321,-0.2709301993604697,-0.2768390872678454,-0.2914850709873935
