PHI,NYG,CLE,CHI,BAL,KC,ATL,BUF,PIT,CAR,GB,SEA,CIN,DAL,LV,LAC,ARI,LA,JAX,MIA,SF,NYJ,NE,TEN,WAS,DEN,NO,DET,MIN,IND,HOU,TB
0.14855223821757907,0.13847178919764597,0.12797794151653233,0.12364890672595695,0.10305305513509641,0.10041139013879803,0.08789483853684653,0.0825515433687062,0.07449645213299853,0.07182015081662875,0.06414961336692543,0.05377446583189542,0.0506401106989812,0.05003680474480496,0.04311688070512413,0.04276762259786527,0.03515402549431643,0.031544744752408475,0.029791274051715413,0.011708499142713831,0.0011601964183615698,-0.0008818616742155214,-0.003206576159996838,-0.01868800746005199,-0.020144236839063953,-0.023048899823907773,-0.04755837980988532,-0.05583136620985378,-0.07856870568393537,-0.09508369482291547,-0.11390042377024642,-0.1323527664540514
