PHI,SF,CIN,BUF,KC,DAL,JAX,BAL,WAS,NYG,MIA,LAC,DET,GB,NE,NYJ,CLE,LV,MIN,SEA,PIT,NO,TB,TEN,DEN,ATL,CAR,LA,ARI,CHI,IND,HOU
0.11222672363046035,0.09777918144221348,0.09525189405657256,0.09405922168746014,0.09129289775338073,0.07300779690731218,0.032081864433093854,0.025171882399796647,0.016462855651954794,0.010433946861365034,0.009787145456678803,0.008157067410656693,0.007666126482926389,0.007299356596285722,0.004419463634364712,-0.001821535659364798,-0.006962001870646328,-0.009170123160755744,-0.01375803940730444,-0.01698230835880718,-0.01828598529677125,-0.019659489764341398,-0.023359857009272456,-0.0348686411200744,-0.03806293351215226,-0.03860723881409461,-0.04564383149878193,-0.04850717512110092,-0.05228839218611453,-0.07886613784838253,-0.0878104690743747,-0.09066297584626337
