KC,NO,LA,ATL,LAC,SEA,NE,PHI,HOU,NYG,IND,PIT,TB,GB,CHI,TEN,CAR,CIN,DET,LV,SF,BAL,MIN,DAL,NYJ,CLE,MIA,DEN,WAS,JAX,BUF,ARI
0.20707097686721102,0.1584143438066811,0.1006005511199433,0.06982464620632428,0.06780759879657591,0.051641746805530325,0.05095409630670574,0.04805030688907032,0.04603713459395798,0.043383574256217416,0.04198230004029323,0.04029573090946985,0.021067298114256047,0.003926652237666094,-0.0044372748175131715,-0.0054079161390788695,-0.008743400530721597,-0.010793492277447336,-0.01672330190520372,-0.01743470477838681,-0.02040893093429083,-0.028665746706149596,-0.046509519790263826,-0.0514387697814201,-0.08698396934936517,-0.08801832649993246,-0.089581067270803,-0.09030717814786568,-0.11021413572115239,-0.1284353590909132,-0.20004185055649182,-0.2655234401682801
