DET,BAL,GB,BUF,PHI,DEN,MIN,LAC,TB,PIT,WAS,KC,SEA,CIN,HOU,LA,ARI,CHI,SF,ATL,MIA,NYJ,NO,IND,DAL,LV,CLE,NE,JAX,NYG,TEN,CAR
0.18997865605060457,0.14168450656237822,0.13559671134184112,0.12861922376638157,0.12401665382761101,0.10724639751930523,0.1023679382914208,0.08567565390170094,0.06801945312391472,0.05958791592952846,0.058944400761932324,0.05586482732256874,0.032295032601510495,0.020358753918579678,0.0030759971207113754,-0.0036710053209854966,-0.0045561936309273104,-0.016569771893197846,-0.03323959477536824,-0.047278307514145156,-0.049194812698671236,-0.05048852347491195,-0.059913078681510606,-0.06279737356079668,-0.07068840906968318,-0.0930549214744166,-0.09739456831868784,-0.10513162167654894,-0.11124782913730526,-0.11164568096340771,-0.12073214434082141,-0.14622311227375007
