DET,BAL,BUF,CIN,GB,TB,WAS,KC,LAC,MIN,LA,ARI,PHI,PIT,DEN,MIA,SF,ATL,JAX,HOU,SEA,NYJ,DAL,CHI,IND,LV,CAR,NE,NO,NYG,TEN,CLE
0.1513612641215134,0.12600863011269917,0.0820409801879744,0.08005242200632558,0.06900460285390178,0.0577565791551089,0.051970710609415695,0.024730197313384633,0.02273245156201545,0.005820644201403977,0.003414458246817284,0.0032020934878213836,-0.008816016579031569,-0.01024403313366029,-0.01348376721233182,-0.02238216965869029,-0.03639705181545118,-0.0382632119943619,-0.03941162637259474,-0.0482093633179291,-0.04868062087391854,-0.05537199252063867,-0.09204444728496464,-0.09987876795766115,-0.11042595346124139,-0.11374893310298606,-0.12006019068427454,-0.14063995244184482,-0.1450782205215399,-0.15579422129451792,-0.16408879815867,-0.24416575502085472
