BAL,DET,BUF,WAS,CIN,GB,TB,KC,PHI,ARI,LAC,DEN,LA,MIN,JAX,SF,ATL,PIT,NYJ,SEA,HOU,MIA,IND,CHI,CAR,NO,DAL,NE,NYG,TEN,LV,CLE
0.1386515112217958,0.12599621290495763,0.10883169539286022,0.08777691785795345,0.08225145936323855,0.06611212997134557,0.060163184868421885,0.04930362382699061,0.03632664855874133,0.03054046255910081,0.021092208521783548,0.005066092158410779,-0.0015303379380972697,-0.0031898135211335284,-0.004974488129815588,-0.006257442818436747,-0.013081703803343192,-0.016177741659087242,-0.02863188311525504,-0.029787634458797854,-0.039569262639191645,-0.048855423675279466,-0.06246336206840947,-0.06269641112573837,-0.06587924095627223,-0.07529463850840372,-0.07787187078947826,-0.09325706834213968,-0.11065567697018067,-0.11912782346097897,-0.12205785951007546,-0.16476643312710712
