CHI,PHI,BAL,TB,IND,PIT,CAR,DEN,JAX,NYG,WAS,MIN,DAL,SEA,CLE,KC,GB,NE,DET,NYJ,ARI,NO,BUF,ATL,MIA,TEN,LA,LAC,CIN,SF,LV,HOU
0.09591591016377246,0.056085484207690856,0.05134669038993897,0.04386436362260411,0.04311146576592441,0.0429789280532532,0.042513553260330565,0.04148497758210293,0.03648520796558122,0.03368496752240181,0.033065153636093005,0.03124117305743556,0.029056048107052652,0.019100567105873635,0.005002542777244826,-0.006259566305753805,-0.015359567485128824,-0.01961944455210624,-0.021926778539932402,-0.02411318045468487,-0.025819948964011186,-0.025952099669364938,-0.031041725530227653,-0.03219938624346609,-0.03348558982229019,-0.03353739798594256,-0.03412776581384047,-0.051264375731516355,-0.0581214695934344,-0.0639824486643172,-0.06586240459063272,-0.10133089123832886
