IND,PIT,CAR,CIN,LAC,NE,SEA,KC,DAL,NYG,WAS,MIA,DEN,ARI,BUF,JAX,LV,GB,ATL,LA,TB,NYJ,MIN,CLE,BAL,TEN,HOU,DET,NO,CHI,PHI,SF
0.13587622984687686,0.10291668852431518,0.09668783575757289,0.09249615979941488,0.077614219606395,0.06532153184608891,0.0645244168563803,0.03875670335085947,0.007406667922506008,0.005246786603586413,0.00473943382987059,0.00405049430993247,-0.0033020756888264696,-0.030024860266394456,-0.03811133124612726,-0.046994871798305894,-0.04799842421240724,-0.05032436185028551,-0.057614454452859426,-0.06891690466749856,-0.08522153801693076,-0.08767520287059209,-0.09489578659865955,-0.09915732886964533,-0.0995415164065654,-0.10339595378000212,-0.10763367819536898,-0.12117959387970224,-0.13112580080828254,-0.13388420649855182,-0.145850511159037,-0.19468849834644292
