IND,PIT,SEA,CAR,DEN,NYG,LAC,KC,WAS,CIN,NE,DAL,CHI,JAX,TB,MIA,ATL,BAL,MIN,GB,PHI,BUF,ARI,CLE,NYJ,LV,DET,LA,TEN,NO,HOU,SF
0.16445671840903708,0.1310556657820429,0.12893627311095623,0.11236064877219273,0.11148046983069418,0.08706742319354571,0.0826111954928071,0.07820301318877085,0.06172249032896341,0.055468041227314364,0.04464683901669156,0.036696235920789015,0.025668935001556398,0.024356189719291092,0.006748765570724374,-0.00026718816005672635,-0.0008124605228621781,-0.0164416077271705,-0.016535182792429645,-0.028122794105472228,-0.02844124291114003,-0.051779359807781825,-0.05580149941121001,-0.05892546850998859,-0.06952033965635787,-0.07052900634265719,-0.07894597736918874,-0.07930607153867203,-0.09721131620409762,-0.10770679260043073,-0.13509216790512166,-0.1787892362756693
