LAC,IND,CIN,SEA,PIT,KC,DEN,CAR,NE,NYG,MIA,ATL,WAS,DAL,LV,JAX,GB,BUF,ARI,HOU,TB,LA,NYJ,MIN,DET,TEN,CLE,BAL,CHI,NO,PHI,SF
0.13387557122432345,0.12134525264311269,0.11358951082074877,0.1098357060050826,0.0880767377287897,0.08446257949452465,0.06999549224859125,0.06984709551186218,0.0642662835687978,0.0533824556711439,0.033218401662233464,0.03138692572060391,0.028657336692870405,0.0076401878137363636,-0.004666601752024467,-0.012129018246290126,-0.012763226620343404,-0.020737634277554175,-0.029981550447198822,-0.033761276666792794,-0.037115598051879736,-0.04517830572483156,-0.04540715920167301,-0.047776355849865206,-0.05701919882925633,-0.06367391821815506,-0.06392801128723341,-0.06778829811710947,-0.07024697516221606,-0.0817546929310658,-0.08452672711883089,-0.11480678761135212
