TB,KC,BAL,CAR,PHI,CHI,SEA,MIA,DEN,MIN,TEN,WAS,GB,LAC,NYG,SF,PIT,LV,NE,ARI,JAX,IND,NO,DET,DAL,CLE,CIN,NYJ,BUF,ATL,LA,HOU
0.01748657304626966,0.012914213061885255,0.0036711882847978716,0.0021589223708641803,-0.007461181437141626,-0.02424905289476692,-0.029672781124486958,-0.03097078433092257,-0.04093535756953397,-0.04387264346524429,-0.04522134831154431,-0.04539835096204632,-0.05099924518216831,-0.05237899265049124,-0.05471464326623757,-0.057912415137096995,-0.059834541341312636,-0.0661140347356203,-0.06885241866148778,-0.07269385014541882,-0.09015857682365473,-0.09647436145132446,-0.10247108350365995,-0.11627699843951528,-0.1179447323271829,-0.11875739698918591,-0.1426359163693727,-0.14493945108446826,-0.1802016132517745,-0.1826475945542226,-0.1906915524500674,-0.2139813343528932
