BUF,IND,PHI,CLE,SEA,KC,GB,TB,NE,ARI,BAL,TEN,SF,NYJ,CAR,WAS,DAL,LAC,CHI,JAX,PIT,NYG,NO,LV,CIN,DEN,DET,MIN,MIA,ATL,LA,HOU
0.16639054835903921,0.16067161466104962,0.14962830242945666,0.11449697337627002,0.10732779853500131,0.0977811215660726,0.09606918046195245,0.08819958176846854,0.08646745771598256,0.062289433094466246,0.061585604674250116,0.06068765388857928,0.05702566038480138,0.05495801243176186,0.05384725195209298,0.04903611836254628,0.02970616496111312,0.022359957154602844,0.015426567788267287,0.014365307483621213,0.01260407871918584,-0.007698919888345965,-0.015213454117155495,-0.015941301972093744,-0.018979379112578465,-0.021602616537782164,-0.033719459319385185,-0.034159490422259325,-0.05211419439301512,-0.07020637307523356,-0.08372865456051244,-0.08770585197405562
