KC,LA,TB,GB,BUF,NE,DAL,SF,LAC,CIN,MIN,ARI,DEN,LV,SEA,BAL,TEN,PHI,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.17410765752254304,0.1303540497698958,0.09671971194503928,0.08772139737638521,0.07494149518924731,0.07092735452794846,0.07026996544247428,0.060729900105364366,0.059457577189213184,0.04571040274162067,0.0322293532972212,0.03050437722774918,0.020701972039809467,0.019311105027973462,0.013696309854933406,0.012451434356871037,-0.0029833140395733844,-0.006974664024222051,-0.009434030426140275,-0.02415390673292249,-0.03471587078883441,-0.03611559008892007,-0.0504291079976379,-0.07019381959696158,-0.07604926280054472,-0.08148354016262896,-0.08363918784859892,-0.09930945848665768,-0.10464507491372955,-0.11765938998172897,-0.14530696612130667,-0.153165619671348
