KC,BUF,TB,GB,NE,LA,DAL,SF,LAC,IND,PHI,SEA,ARI,BAL,CIN,TEN,LV,MIN,DEN,WAS,CLE,NYJ,ATL,MIA,DET,PIT,NO,JAX,CHI,CAR,HOU,NYG
0.1516298015143056,0.10426041562073572,0.09988823048839408,0.08942253766360889,0.0749172255412254,0.059766651204160484,0.058058934927362416,0.05467763201685069,0.049954843527562236,0.048379421532888,0.04757854504352268,0.04460473721667027,0.04049212971146772,0.02829376072308078,0.024853704505567724,0.017705481855539953,0.01238182026213415,0.011341998877918112,0.003825417487477254,-0.007510568023570176,-0.011720507574679016,-0.03272123885994639,-0.036126400925290826,-0.04020866618359402,-0.044753103089091285,-0.05515775064996706,-0.06084723308658044,-0.0675705670222425,-0.07363778897767895,-0.08726395603496341,-0.09487713702173967,-0.10205187128392262
