BAL,MIN,PIT,PHI,CHI,TEN,NYJ,CIN,ARI,NE,DAL,BUF,TB,NYG,WAS,CLE,SEA,SF,JAX,MIA,NO,LAC,IND,CAR,DEN,KC,ATL,LA,DET,LV,GB,HOU
0.1315365766967575,0.08818092797777798,0.0540968322424768,0.03684921953251685,0.010482670827908824,0.002785341200734995,-0.007605592500958547,-0.014100317103644205,-0.014522617302558966,-0.015285814472384043,-0.018502866607274182,-0.024032621755353513,-0.030749414974616626,-0.03964725923586673,-0.042964108878477875,-0.05950913755457199,-0.06157108649047572,-0.06573808978023749,-0.06622581594223717,-0.07977824946078535,-0.08032220046401575,-0.08133026139409519,-0.0910846793539214,-0.09142482234066786,-0.11604694494682297,-0.11849366083726955,-0.1216477357416542,-0.14407453818718513,-0.15025198021428476,-0.17565110641706747,-0.17604698187551265,-0.17935830479377035
