BAL,PHI,NYG,TEN,LAC,PIT,NO,NYJ,IND,MIN,NE,CAR,ATL,ARI,GB,TB,DAL,CHI,MIA,BUF,HOU,SF,WAS,JAX,DEN,CLE,SEA,LV,CIN,KC,DET,LA
0.14241812205792467,0.1138485097045014,0.11152042984521214,0.10875932204803342,0.08682453649320827,0.08248565286709647,0.07660266444689096,0.0756294592907225,0.06311915598172327,0.06164666836121814,0.057807594700700016,0.05773722182169096,0.05369638758346344,0.03362860308873884,0.026890830876337115,0.023550157729640232,0.016600415647148488,0.004813615778067992,-0.004691682849208498,-0.007282882132297094,-0.026993361358378834,-0.02807384523679937,-0.028594688398052223,-0.052931245568892255,-0.07184229432765572,-0.07360850025907911,-0.07864410651743572,-0.12224262158778572,-0.12305214615170468,-0.13226172492115668,-0.18707220589273238,-0.20728165870930965
