BAL,PHI,PIT,TEN,TB,CAR,CHI,MIN,GB,ATL,NO,BUF,LV,NYG,SF,WAS,NYJ,IND,CLE,MIA,DAL,ARI,HOU,LAC,NE,LA,CIN,KC,SEA,JAX,DET,DEN
0.1656573291897862,0.1583141638856328,0.15529891747603752,0.14742589794239358,0.13300299745635805,0.11625541751836797,0.07117200726055284,0.0694428603625688,0.06925606556416089,0.06405786265259523,0.05586955345526368,0.05475458477225317,0.047397019931196924,0.047365790375552164,0.03655743280173173,0.014521639542258144,0.01213467540177992,0.010714030434002104,0.0024537711403263135,-0.0026341820977030667,-0.0029081971962222272,-0.0038745377007027987,-0.01030808536155662,-0.014922226682835077,-0.01530795855113573,-0.01810139080326576,-0.029490500527591675,-0.05341567497018114,-0.05578831135371155,-0.060561266039239725,-0.116073301770065,-0.14299591069943224
