BAL,PIT,PHI,TEN,TB,MIN,CHI,CAR,BUF,NYG,NO,ATL,SF,NYJ,WAS,CLE,ARI,DAL,NE,GB,CIN,IND,LV,MIA,LAC,SEA,JAX,LA,HOU,KC,DET,DEN
0.14662509506747595,0.11961325818170834,0.116506547985849,0.09826301247005237,0.07610949891585994,0.06924354138283417,0.04785636292190962,0.047209541693680857,0.02999027448906333,0.016293734797038325,0.008594332661780592,0.0035882590778571425,0.0019688135414506584,0.0004270746401731314,-0.005628646170296767,-0.008600157017237767,-0.010279108608024185,-0.0125012051977335,-0.014934495883463673,-0.015110399928797928,-0.017550550650478773,-0.023484508958018013,-0.029614163823712226,-0.03324388523383046,-0.04102130520847559,-0.055771897402936504,-0.059375893999475404,-0.06095340144086245,-0.06870811940562722,-0.0690344124888457,-0.11520282234064567,-0.12983405637073595
