LAC,NYG,IND,NYJ,NE,NO,DEN,ATL,ARI,GB,HOU,DAL,MIA,CAR,TEN,JAX,PHI,BAL,MIN,SEA,WAS,SF,PIT,BUF,CHI,TB,KC,CLE,DET,LV,CIN,LA
0.12784584170168387,0.09522669504817381,0.08660366493974128,0.07520238465054936,0.07274209058416369,0.06800833178511036,0.05799176204308022,0.0501081285056063,0.043907711696763024,0.04200123080513504,0.04171475804724839,0.02910162084488199,0.028552202384621965,0.010527680128010097,0.010496309577981047,0.006444648430583146,-0.0026580382813476047,-0.004206973009551279,-0.007596873021616032,-0.022872209114499227,-0.022966042227755456,-0.030042658778250027,-0.03712760531461187,-0.03727315662136042,-0.043042747143841625,-0.05255934118621971,-0.06322731243231097,-0.06500834324184135,-0.0718693835520867,-0.0926284577640735,-0.1055015955012259,-0.1463282572684472
