NE,SEA,GB,BAL,DAL,DEN,PHI,IND,BUF,KC,PIT,DET,HOU,ARI,CIN,NO,MIA,NYG,CAR,SF,LA,LAC,MIN,ATL,CLE,CHI,NYJ,WAS,TB,JAX,LV,TEN
0.156294676936494,0.1287502897752521,0.1236315991020604,0.09090050024492684,0.0890364941357791,0.08213829687616322,0.07496154621750066,0.07379442177360247,0.06340329791938623,0.0523970524694507,0.034315666500115166,0.029044229275184706,0.028902486001661544,0.020153084684410676,0.013363456658386216,0.006475821853627925,-0.0016160202702682931,-0.005746400208658596,-0.013574982750001161,-0.022025005277355663,-0.023507463157804193,-0.02572645481856955,-0.027587040112886888,-0.03289729600255524,-0.036018990404164106,-0.09052590692718768,-0.09149929957773878,-0.10278880589146042,-0.12121920538987122,-0.13053795694662973,-0.13455932565467485,-0.16434872444882023
