NE,DAL,GB,PIT,NO,BAL,DEN,SEA,KC,IND,ATL,PHI,LAC,MIA,CIN,NYG,SF,MIN,CAR,WAS,HOU,CHI,ARI,BUF,DET,NYJ,CLE,LA,TEN,TB,LV,JAX
0.1375711108653051,0.13277055897599657,0.13146581903413324,0.122983636631875,0.11756062128979439,0.09736569823038344,0.09533462379452853,0.09010255640168702,0.07606876427581685,0.06485598480707792,0.0424978134364427,0.03918185700183177,0.02623040113911605,0.018630800491604635,0.014160081217302667,0.013106717286969709,0.007169113009362051,0.0023418854263552724,-0.004616140387875729,-0.004717128443601927,-0.010380548250588748,-0.01490438078873877,-0.019612867123599553,-0.020307334534633917,-0.02543498717784689,-0.03371283723671514,-0.03676303336303908,-0.057232456551227204,-0.06004395609161127,-0.08542979901115454,-0.09519806043565633,-0.09567672742427902
