DET,BAL,SEA,LA,TB,PHI,ARI,HOU,DEN,WAS,LAC,BUF,NYJ,LV,IND,PIT,MIA,NE,CAR,GB,JAX,SF,NYG,CHI,DAL,TEN,MIN,ATL,CLE,KC,CIN,NO
0.11410578522051446,0.008463711425523712,-0.004447052880317909,-0.008790336475405114,-0.024555694566918446,-0.03198091127112693,-0.055492313071880614,-0.05846556936876757,-0.061820231735693426,-0.06357499760789036,-0.06595558684346851,-0.06973645228763535,-0.07091589613898491,-0.07847358009983264,-0.09520153047823335,-0.09524388999324168,-0.09588343745787264,-0.09775395704652014,-0.09996277752021107,-0.10138609567770743,-0.10603156862398773,-0.10703906348480444,-0.11422390361525157,-0.11676309877138706,-0.12259323692525834,-0.1426744833184317,-0.14358539016502847,-0.14694691938389343,-0.1526413933473159,-0.15398132167879908,-0.16414154012202392,-0.20470483699002995
