GB,DAL,NE,PIT,BAL,NO,DEN,IND,ATL,KC,PHI,SEA,LAC,NYG,MIA,SF,BUF,CIN,ARI,WAS,DET,HOU,CAR,CLE,MIN,CHI,NYJ,LA,LV,TEN,TB,JAX
0.14461391358522954,0.14380893670127715,0.13570138914101307,0.13211935151566803,0.11065130496426696,0.09879262930532075,0.08545027737692529,0.08071186086899473,0.0344725886258014,0.034301514651078904,0.030953117528150845,0.019206390382308314,0.011368491692229643,-0.0023239930012856937,-0.017447566702500826,-0.019181197482268254,-0.04040510651114168,-0.046943769774550115,-0.048476310072121,-0.04960914453280042,-0.050409950444542106,-0.05046767890623831,-0.05233828497659378,-0.06922546766857901,-0.08023503141120303,-0.08305548210178638,-0.09235617679656817,-0.09842918449349192,-0.12650667467691099,-0.12837868675212935,-0.13624858804968065,-0.1753402762174103
