LAC,MIN,IND,NO,NE,HOU,NYG,GB,ATL,PIT,DAL,MIA,PHI,BAL,ARI,TEN,WAS,DEN,CIN,JAX,CHI,SF,CAR,SEA,KC,NYJ,LV,BUF,TB,CLE,DET,LA
0.22690182278826257,0.16952907264870148,0.16183552491851835,0.1364933519833901,0.07860254878029335,0.062060391117306685,0.05846748817883594,0.05769810667127642,0.04001826497261915,0.02954303763134304,0.017042068330910674,0.0063565313708058915,-0.0018719178288927954,-0.0068252194297681035,-0.0164814385623206,-0.041615024265300095,-0.05308376869779863,-0.056524791798419766,-0.058318872241611565,-0.05906482781732457,-0.06462474905176235,-0.06643819319275883,-0.07567789154596252,-0.09521090377882602,-0.09732508509976112,-0.11465686249197171,-0.11488457839921425,-0.11680164488471308,-0.13537647533431965,-0.15602647997585717,-0.1563272525319293,-0.1696525209709081
