GB,MIA,JAX,TEN,BAL,NYJ,DAL,NO,CAR,CIN,PHI,PIT,CHI,NYG,NE,CLE,SF,ARI,ATL,DET,BUF,DEN,LV,TB,IND,WAS,LAC,SEA,MIN,KC,HOU,LA
0.1737106774043861,0.1695327569469094,0.16864969663535845,0.1628506134982502,0.1623700711920095,0.13749575067796632,0.13470476207962537,0.13457307933828888,0.10374466034816526,0.10233027089907779,0.09849065982879154,0.09283070475384955,0.08677604561573628,0.07316209056974177,0.06850999237690814,0.06421666806226528,0.06415779607743384,0.06032194389740195,0.058805197342455685,0.05383074247760482,0.0376078117920787,0.03411736994124624,0.011474944449617233,0.011025471745264123,0.010414246357668744,0.009499902485762601,0.008364884638905695,0.008025125332699029,0.0013857216581562026,-0.0011043389165799194,-0.02291522152849787,-0.040516551090807096
