CLE,LV,CHI,BAL,KC,PHI,SEA,NYG,ARI,ATL,NO,CAR,JAX,NYJ,GB,DET,BUF,MIN,HOU,TEN,DAL,PIT,NE,MIA,WAS,LAC,SF,CIN,LA,DEN,IND,TB
0.14589429810212717,0.13432077549853252,0.1302781953863582,0.12179330500299537,0.11726112013774798,0.09805371224269918,0.09281158580734479,0.08690214946193212,0.0813887895640481,0.07011729030237074,0.06412335570959336,0.05405647915934255,0.040748737041022956,0.038395918057812714,0.03139585781030366,0.02759040716172942,0.023381397484458895,0.017901183091116372,0.017018756655058254,0.0064135876106743706,-9.652373606542107e-05,-0.011025407941391714,-0.016438321656464524,-0.04609306756919814,-0.05190050204884504,-0.05908235061661475,-0.06062950200772093,-0.06957814959667669,-0.0857277174330504,-0.10246865636350466,-0.13384962283549817,-0.22968832722299826
