WAS,NO,NE,SF,LV,IND,MIA,ARI,CIN,CAR,BUF,LA,TEN,TB,SEA,MIN,NYJ,DAL,NYG,PIT,KC,LAC,BAL,DEN,ATL,CHI,HOU,JAX,PHI,GB,DET,CLE
0.07064183266796734,0.06848428772888043,0.05342379595083109,0.0534091434686779,0.0437725892458934,0.03487009720311744,0.03139951488068564,0.02905385216362933,0.026677807208416796,0.0248244046757235,0.021198911469276525,0.014440952744086695,0.00704437171844767,0.004587763424973636,0.001504497948409983,0.0002939346451597113,-0.0052453305784120954,-0.02097174366781742,-0.03522430646587278,-0.054665567965458794,-0.05695277749876056,-0.057081653024264684,-0.05744445668129564,-0.07124369606476147,-0.07234139689522744,-0.08050439526317793,-0.08175861178855648,-0.09338876457467973,-0.10544975448503624,-0.10862484378880066,-0.13026124963416913,-0.1796826971888837
