BUF,KC,PHI,BAL,DAL,CIN,SF,JAX,NYG,SEA,LV,MIN,NE,CLE,NO,ATL,NYJ,TB,GB,MIA,CHI,ARI,DEN,TEN,IND,PIT,LAC,WAS,CAR,DET,HOU,LA
0.21236720624139624,0.15896089112975176,0.12936078342196158,0.0898612351434461,0.058586032097204005,0.05396280996060414,0.033556218718016326,0.023557967138354008,0.020817230174896853,0.017496172968615956,0.01684470587583889,0.015385899931616043,-0.0022949612116867843,-0.00348321969366977,-0.004792682651803683,-0.008560003159054481,-0.009339161705562482,-0.020023334840169025,-0.022031916086962137,-0.023654744494084348,-0.02966744128610302,-0.03085478979466273,-0.033233067686621376,-0.04181886221007697,-0.055970464912840676,-0.06163912965815807,-0.06603436642109359,-0.07116607287740245,-0.08130104935910865,-0.08510379254639946,-0.08871338960789213,-0.10508631476505724
