NE,NO,GB,NYG,LAC,SF,PIT,CAR,PHI,BAL,LV,DAL,HOU,DET,CIN,TEN,ATL,BUF,NYJ,CLE,MIA,SEA,MIN,ARI,WAS,TB,DEN,CHI,IND,KC,JAX,LA
0.17761890289952265,0.16793560106771419,0.15686661958975043,0.08783439740183434,0.08332679072449814,0.07028016236113338,0.05602719774309865,0.05392789113953004,0.03458193993483957,0.03411856249741097,0.030763162370650115,0.029178045788455242,0.025295834129998206,0.023958295088219245,0.016682396992099537,0.005956181526422312,0.0013321365761981667,-0.0011247223828411371,-0.008159076592705775,-0.009427913170737573,-0.016907364878516018,-0.01797639477761198,-0.019771187057598595,-0.04221237820526094,-0.04502298731718572,-0.05842918347561673,-0.060463686011050934,-0.07263324422345935,-0.09060998424700263,-0.10013220441704415,-0.10953202817129025,-0.18373619888384932
