SF,NO,NE,GB,BAL,DET,HOU,PIT,PHI,NYG,LAC,ATL,CIN,DAL,MIA,CHI,TEN,SEA,NYJ,MIN,BUF,ARI,CAR,WAS,CLE,DEN,LV,JAX,KC,IND,TB,LA
0.15107115055000123,0.15070626278292915,0.13432106252705664,0.11546645432880981,0.09947026049948726,0.09665692175433216,0.07520561082526186,0.06971886149980769,0.04954657613583058,0.036468051052050865,0.035069729225522955,0.025750354158639313,0.015742640186191384,0.013919190682519608,0.0076503947728249685,-0.008013052502342147,-0.011252857662654431,-0.013378027809267404,-0.01370651651582435,-0.024816371583230003,-0.032425041562029064,-0.03323714984349654,-0.03616688264323229,-0.04933311185450778,-0.049601861573179994,-0.0628286355741591,-0.06591382389732664,-0.08284005508962683,-0.10006548762505811,-0.13909665276860086,-0.13959111578747727,-0.17745551943207236
