BAL,BUF,WAS,DET,PHI,KC,ARI,GB,NO,JAX,CIN,SF,CAR,TB,DEN,ATL,IND,CLE,LAC,CHI,NYJ,NE,SEA,PIT,HOU,NYG,MIN,LA,TEN,DAL,MIA,LV
0.19196003475934248,0.17015143239634228,0.14504009020210656,0.1177060808023373,0.1119314684588252,0.09979701479040667,0.0832262229612693,0.0811860923350991,0.06218733685022147,0.05739564622720287,0.05282662062311674,0.05057920189894094,0.04920964292118185,0.04595887532852187,0.0398458267265395,0.039626144735654706,0.028882626118463588,0.01635387240998594,0.015274042810663621,0.007984558150649898,0.0008954199203415475,-0.005197530180774387,-0.006239289336347195,-0.006374053730972176,-0.01249787626254438,-0.019276685464842465,-0.021061409850829133,-0.03557202193131988,-0.035601357393016106,-0.06579537910392588,-0.11668162008029306,-0.16112890579891137
