DET,BAL,BUF,WAS,CIN,TB,GB,KC,LA,PHI,ARI,PIT,LAC,MIA,MIN,DEN,SF,JAX,ATL,SEA,NYJ,HOU,DAL,CHI,LV,IND,CAR,NE,NO,NYG,TEN,CLE
0.12633517059399735,0.1211273547990312,0.09097603807925837,0.07901613291653385,0.07873752491155983,0.06938021995513086,0.04640103074400254,0.023030749125605682,0.009417968666524015,0.008464272053801361,0.007601827323925003,-0.0057825531749471915,-0.009435630417155498,-0.016543904406451676,-0.01700011686608758,-0.023203551942352255,-0.030886930190023615,-0.035650483829619065,-0.04086470812746267,-0.04725102634169551,-0.05140235392006786,-0.06465907819018522,-0.09062718345573512,-0.10169625345987843,-0.10567013441010353,-0.11139726757909368,-0.12155607798917475,-0.13615453664637092,-0.1444419920528103,-0.15383541424726854,-0.16102960018208873,-0.24662500150672786
