BAL,DET,BUF,WAS,CIN,TB,GB,KC,PHI,ARI,DEN,JAX,LAC,SF,LA,PIT,ATL,MIN,NYJ,SEA,HOU,MIA,IND,CHI,CAR,NO,DAL,NE,NYG,LV,TEN,CLE
0.1388090958267385,0.11714856972273165,0.11423976989789549,0.09902850886615784,0.07942227389654599,0.05974672825797135,0.05309034019850131,0.04856209167588871,0.04181266076783943,0.03242988014753247,-0.0024584409028350594,-0.002816537554754705,-0.003041661588823196,-0.004218405488661793,-0.005745635462423205,-0.014391331068234444,-0.015344569750097027,-0.01690456583262515,-0.027821862840395464,-0.03033299418765694,-0.045980866892869385,-0.04602796730730919,-0.06414591845156122,-0.06497553061772007,-0.06704129450069715,-0.07615770302095276,-0.07843274921676975,-0.09177278996704841,-0.11029628925484214,-0.11432374782138582,-0.11803127483386484,-0.16846117531400262
