DET,PHI,BAL,BUF,GB,MIN,DEN,WAS,KC,LAC,TB,PIT,SEA,CIN,HOU,LA,ARI,CHI,SF,MIA,NYJ,ATL,NO,IND,DAL,LV,CLE,NE,NYG,JAX,TEN,CAR
0.17167696986042424,0.15581385550355142,0.14951924705131656,0.14047817271769958,0.12159764011399779,0.08411572987417779,0.08114971598514117,0.07596868715442273,0.06486153568888954,0.06461412372472047,0.058953757998361306,0.04984875303070383,0.03220050695476751,0.018554663180135086,0.012235157517471479,0.0037484698938190005,-0.0035883125278873135,-0.022697797803402857,-0.03205584575754177,-0.045622162938443026,-0.047790029322054194,-0.0508963200339239,-0.06166967341967348,-0.06420797568543099,-0.06861465644397652,-0.0776927322514154,-0.10001733137067123,-0.10307011791221118,-0.1078328081846539,-0.10912977160481165,-0.12120612044668264,-0.1455849572907634
