KC,LA,GB,TB,BUF,NE,SF,DAL,LAC,IND,MIN,ARI,CIN,BAL,DEN,LV,WAS,PHI,ATL,TEN,SEA,MIA,CLE,PIT,NYJ,NYG,DET,NO,HOU,CHI,JAX,CAR
0.134006929224213,0.12399147235973831,0.10567393922210114,0.10167599720439247,0.09256654336760772,0.06901581145034899,0.05868008912255826,0.05527097077952835,0.048062585999966725,0.04526919022770326,0.036967475732764904,0.03404105632740306,0.02868203041072106,0.024219940359755825,0.023087181021849534,0.003265391265184544,0.0004232512654526385,-0.014507469181520889,-0.023089077336699498,-0.02522205894560925,-0.028482606551023328,-0.041234638062297095,-0.05668485730645492,-0.06473489411014618,-0.06941650052025028,-0.07177251393836732,-0.07858655580284289,-0.08404286926589119,-0.10485765530232356,-0.11596830882573556,-0.12147890369400578,-0.14989237452310258
