NO,NE,DAL,BUF,ARI,CAR,LA,CIN,IND,DEN,TEN,TB,PIT,MIN,KC,PHI,NYG,SEA,CLE,MIA,CHI,SF,GB,BAL,LAC,HOU,LV,DET,WAS,ATL,JAX,NYJ
0.08572350431341418,0.08066219766483955,0.06592466302578046,0.06558750095765695,0.04200869004403814,0.03638727958397465,0.03617738440664197,0.035915487719382314,0.019475583025213968,0.011728862382329409,0.010949304862771736,0.00629715399854875,-0.0020137288344208573,-0.005592923340695638,-0.008661638066694897,-0.012657796102548934,-0.013365668343053095,-0.015225481736107596,-0.020819190398308655,-0.022486097253474786,-0.028383763395675866,-0.03207417927619225,-0.03221552510614513,-0.036890879350530384,-0.04723672387146808,-0.0485595191192061,-0.06258408129847276,-0.0674255046909806,-0.06758959935355478,-0.08974639775764179,-0.1137430795095831,-0.14501680197007422
