DAL,NE,BUF,NO,DEN,CAR,ARI,CIN,PIT,IND,LA,MIN,TEN,KC,TB,GB,NYG,CLE,LAC,CHI,MIA,PHI,SEA,SF,HOU,BAL,DET,WAS,LV,ATL,JAX,NYJ
0.13212032707895133,0.12879507192228526,0.09338935590803416,0.08413733700959257,0.0570443505191424,0.05079009141707046,0.048357322469682947,0.045729386740226634,0.04569187886926548,0.04187945854119665,0.036685990859370896,0.03397461267807907,0.032811046583920485,0.0310701265692223,0.017971570906653578,0.017649766106640388,0.01392336695455121,0.0016153751015813393,-0.0027812067614801164,-0.012614861107003904,-0.0181177874088368,-0.024412192805701515,-0.028001013146777685,-0.029005249889159326,-0.05120666854224401,-0.06038505885813017,-0.08015438326265015,-0.09160032755370817,-0.10995037270590384,-0.11365438035395026,-0.13227552167419507,-0.17611801498039958
