IND,PHI,BUF,CLE,TB,SEA,GB,KC,SF,NYJ,TEN,NE,BAL,ARI,CAR,LAC,WAS,CHI,JAX,DAL,NYG,DEN,PIT,NO,LA,MIN,DET,CIN,MIA,LV,ATL,HOU
0.165838945711201,0.13586413756397725,0.12479696338924004,0.12030366802025495,0.1150703485618056,0.0932319411117171,0.08495530780869676,0.07683071724876205,0.07580532084857157,0.07476097897054773,0.073714534831238,0.06695997276871603,0.06366978012730495,0.06018420935897682,0.05934798558646917,0.053468267751274334,0.024189245506773135,0.023375196557941902,0.02281316215217248,0.014010724415280798,0.009924753085085308,0.004492173903155053,0.00038004069345023983,-0.0034838753909340603,-0.013738191344995862,-0.013757112255418216,-0.01811091926295668,-0.025414715574970055,-0.06258270319758609,-0.07750874448258396,-0.0975455829198493,-0.10153600443765351
