BUF,ARI,CAR,NO,BAL,LV,CIN,NE,PHI,LAC,PIT,MIN,DAL,CHI,SEA,SF,LA,DEN,TB,CLE,NYJ,TEN,WAS,IND,NYG,HOU,GB,MIA,DET,KC,JAX,ATL
0.19147616288242428,0.17607429629147273,0.1171099304432081,0.08317928075930994,0.07728357759369058,0.06633227136947496,0.05332478341615916,0.049553277616721576,0.04534219483877917,0.03825779624669058,0.03777626263732175,0.036101216953441095,0.03563523423781649,0.035069809956581474,0.022377391065223885,0.021535593917426574,0.0107213355063014,0.0026350830633612744,0.0005742146175314058,-0.01929428062372055,-0.021757742834137655,-0.025390330514856632,-0.04376001143028512,-0.0452410265470313,-0.04981835607467741,-0.05022813568338557,-0.05937467503448327,-0.06926398155918509,-0.07566775735960574,-0.08328327310267779,-0.08380489068281369,-0.12230564575475539
