ARI,BUF,CAR,LAC,NO,BAL,NE,MIN,PHI,SF,PIT,DAL,CHI,CIN,LA,LV,DEN,SEA,TB,GB,CLE,NYG,TEN,HOU,KC,NYJ,WAS,JAX,IND,MIA,ATL,DET
0.26895047556995,0.23364883094417938,0.1891703391484134,0.139774238854987,0.1372391566142553,0.1191716775198268,0.11035759819255732,0.10278121375826976,0.09076525008543795,0.08733610196051128,0.08588030533618071,0.08400757631807523,0.06785929994920678,0.06480216972586568,0.06435964525635651,0.06105667119796699,0.04600274271094899,0.040566168474735834,0.0206277957484299,-0.002599531926291719,-0.010805848669818069,-0.012231333454556487,-0.024105995376544044,-0.034734804895860505,-0.039886050599324444,-0.05049162734885142,-0.0624747800084782,-0.078795729347475,-0.09929623486904382,-0.11163482698443673,-0.1258257403810432,-0.1286559455815543
