ARI,BUF,DAL,BAL,LA,TB,CAR,SEA,KC,NO,MIN,LAC,CLE,LV,SF,PHI,TEN,GB,PIT,DEN,CIN,NE,IND,NYG,CHI,WAS,DET,HOU,JAX,MIA,NYJ,ATL
0.23455679583387717,0.18388250084669472,0.11982768720007977,0.10503295069979149,0.10216262113541265,0.07177760787597953,0.05640264738221896,0.05282473729104449,0.04664522569908243,0.039841312821967304,0.038109866392879437,0.03386888454058784,0.031246801317659986,0.02141187319129817,0.0201733807141013,0.018141666526210833,0.017312499906216458,0.014635746801012421,0.007434778956959966,0.006354772282295924,0.00546109518324276,-0.01317758699433206,-0.022080210412306164,-0.0711563707638743,-0.07498997881325199,-0.08375197389066599,-0.1276777730266127,-0.1480611962879171,-0.1499195057723362,-0.15184642345879565,-0.19308386404735703,-0.22475694266967278
